,Retail_Product_Color,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2Name,Retail_Product_Level3Name,Retail_Product_Level4Name,Retail_Product_Name,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_SOHQTY,Retail_CCQTY,_merge,Diff,Unders
1054,ROSA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR PRD ELLA  RIBA,9590750004,P,SHORT DOLL,2,2,both,0,0
1055,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK RASGOS,9479580004,42,CALÇA JEANS,1,0,left_only,-1,1
1056,PRETO,C,VESTUARIO,CM,CMB,CMBA,CALCA SARJA EVT PAIS CF PRD INK AMACIADA,9486500003,46,CALÇA SARJA,1,0,left_only,-1,1
1057,PRETO,C,VESTUARIO,CY,CYC,CYCC,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383790001,46,BOTTOM CURTO SARJA PLUS,2,1,both,-1,1
1058,AZUL,C,VESTUARIO,CY,CYC,CYCC,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383770006,56,BOTTOM CURTO SARJA PLUS,1,0,left_only,-1,1
1059,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA  BIQUINI CJ MSA ELLA BICOLOR LI,9424790003,GG,CALCINHA / BOTTOM,1,1,both,0,0
1060,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM PRD INK LAVAGEM COM USED BIGODE,9440950005,46,CALÇA JEANS,0,0,left_only,0,0
1061,VINHO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ MSA ELLA BICOLOR VINHO GG VI,9687080002,GG,CALCINHA / BOTTOM,0,0,left_only,0,0
1062,PRETO,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS APP TRS BASE C  BJ SEM ARO RE,8523680003,46,SOUTIEN / TOP,1,1,both,0,0
1063,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS JV MSA INK BASICA BARRA VIRA,9684690004,40,CALÇA JEANS,2,0,left_only,-2,2
1064,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Jogg,9697910006,46,CALÇA JEANS,1,0,left_only,-1,1
1065,MARROM,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MAIS ACESSORIOS OCULOS FEMINI,9718510001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
1066,JEANS,C,VESTUARIO,CY,CYA,CYAH,SHORT JEANS JV MSA INK ELASTICO CINTURA,9592960002,36,SAIA,1,0,left_only,-1,1
1067,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AB,CINTA APP CALCA ALTA TRS ZERO BARRIGA RE,8332770004,GG,CALCINHA / BOTTOM,4,4,both,0,0
1068,PINK,C,VESTUARIO,CP,CPM,CPMG,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,9305990001,34/39,MEIA CASUAL/ESPORTIVA,6,0,left_only,-6,6
1069,PRETO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS REF 51509 K228 LISTR,8845490002,G,CALCINHA / BOTTOM,2,1,both,-1,1
1070,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAM,RELOGIO WEIDE MASC PRATA KIT PULSEIRA AN,9553060000,,KIT MASCULINO PRATA,1,1,both,0,0
1071,JEANS,C,VESTUARIO,CY,CYA,CYAD,SAIA CY SAW MARCA DE TERCEIROS SAIA LISO,9692420005,44,BOTTOM CURTO JEANS,1,0,left_only,-1,1
1072,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA JEANS PS PRD INK MARMORIZADO COM,9481250001,46,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
1073,PRETO,C,VESTUARIO,CY,CYC,CYCC,SHORT JEANS PS PRD INK CLOCHARD COM AMAR,9481170004,48,BOTTOM CURTO SARJA PLUS,3,1,both,-2,2
1074,AZUL,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN  SLO ELLA MARINHO LISO AZUL 46 A,9637490004,46,SOUTIEN / TOP,2,2,both,0,0
1075,DOURADO,C,VESTUARIO,C5,C5A,C5AB,OCULOS FEM MET DOURADO QUADRADO FUME  02,9463840001,UNICO,ÓCULOS METAL,1,0,left_only,-1,1
1076,JEANS,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 PRD JUVO INK SUPER STONE USED E,9484130001,10,CALÇA,1,1,both,0,0
1077,VERDE,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR SLO ELLA RENDA  LISO VERDE 42,9647240002,42,SOUTIEN / TOP,3,3,both,0,0
1078,,W,BELEZA,WL,WLE,WLEA,DEMAQUILANTE PRIMER  WL VULT TONICO FACI,9031810000,,DEMAQUILANTE / PRIMER,1,1,both,0,0
1079,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS MOM LISO,9692450003,38,CALÇA JEANS,2,0,left_only,-2,2
1080,ROSA,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA CRN PRD INK COM ELASTICO NA,9480710001,38,BOTTOM CURTO SARJA,1,0,left_only,-1,1
1081,,H,ELETRO-ELETRONICOS,HJ,HJB,HJBA,TABLET POSITIVO TWIST MINIONS T770KM 32G,8863570000,,TABLET WIFI ANDROID,2,2,both,0,0
1082,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697960002,42,CALÇA JEANS,2,0,left_only,-2,2
1083,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS MSA BARRA ITALIANA 3184 J,9632970002,48,CALÇA JEANS PLUS,3,2,both,-1,1
1084,MARROM,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS FEM ACE M,9682750001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
1085,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167460004,40,BOTTOM CURTO JEANS,7,0,left_only,-7,7
1086,VERMELHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN  SNS SLO PUSH UP RENDA VERMELHO,8222160004,46,SOUTIEN / TOP,1,0,left_only,-1,1
1087,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS ACE FEM P,9683740001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
1088,,W,BELEZA,WA,WAD,WADP,PERFUME  WA JEQUITI DESODORANTE COLONIA,9038050000,,PERFUME,15,13,both,-2,2
1089,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK FIVE POCKETS USE,9384130003,40,CALÇA JEANS,3,0,left_only,-3,3
1090,BRANCO,C,VESTUARIO,CP,CPC,CPCC,CHINELO ABERTO EVA ACC SLO FLEECE OFF WH,9645410002,39/40,CHINELOS,2,2,both,0,0
1091,BEGE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN TRS ALEGRETO  REF 61743 BEGE  DE,9263030003,52,SOUTIEN / TOP,2,2,both,0,0
1092,PRETO,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA JV PRD INK ESTAMPADA DE ESTR,9575020002,38,BOTTOM CURTO SARJA,2,0,left_only,-2,2
1093,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK USED TANK DETONA,9479640002,38,CALÇA JEANS,2,0,left_only,-2,2
1094,CHOCOLATE,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG BASICO CHOCO ERI C7 48 CHOCOL,7998020002,48,SOUTIEN / TOP,1,1,both,0,0
1095,ROSA,C,VESTUARIO,CY,CYB,CYBA,CALCA SARJA EVT CRN MSA INK RASGOS BARRA,9412600006,46,CALÇA JEANS,1,0,left_only,-1,1
1096,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS MOM LISO,9692450005,42,CALÇA JEANS,1,1,both,0,0
1097,,W,BELEZA,WL,WLC,WLCE,BASE ROSTO  WL VULT VULT BAS MATE BEGE 0,9031840000,,BASE LIQUIDA,1,1,both,0,0
1098,CINZA,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR SLO ELLA  CALCINHA CANELADA,9577810008,GG,KIT CALCINHA,1,1,both,0,0
1099,AZUL,C,VESTUARIO,CR,CRB,CRBC,CAMISOLA MANGA CURTA CR PRD ELLA LISO AZ,9569190002,GG,CAMISOLA / ROBE,4,3,both,-1,1
1100,PRETO,C,VESTUARIO,C7,C7A,C7AK,CALC TG BAS KIT 2X1  PTO CHOCO LIV C7 G,8516950003,G,KIT CALCINHA,2,2,both,0,0
1101,JEANS,C,VESTUARIO,C8,C8C,C8CA,CALCA C8 PRD INFA INK STONE USED E RASGO,9483630003,8,CALÇA,2,0,left_only,-2,2
1102,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM STONE USED,9440860005,46,CALÇA JEANS,1,0,left_only,-1,1
1103,JEANS,C,VESTUARIO,C8,C8C,C8CA,CALCA C8 JUVA PRD INK SKY BLEACH COM USE,9484020003,14,CALÇA,3,0,left_only,-3,3
1104,VERDE,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA CRN MSA INK PUSH UP BOLSO SE,9415770004,46,CALÇA SARJA,1,0,left_only,-1,1
1105,ROSA,C,VESTUARIO,CR,CRA,CRAC,CAMISOLA MANGA CURTA CR SLO ELLA AMERICA,9429860001,P,CAMISOLA / ROBE,1,0,left_only,-1,1
1106,PRETO,C,VESTUARIO,CJ,CJA,CJAS,SHORT DOLL SEM MANGA CJ SLO ELLA ONCINHA,9648870003,GG,SHORT DOLL,3,3,both,0,0
1107,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT CY SAW EVT LAN MARCA DE TERCEIROS,9703570001,38,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1108,PRETO,C,VESTUARIO,C8,C8A,C8AA,CALCA C8 SLO EVT LCM INFO INK COS DE ELA,9275450003,4,CALÇA,2,1,both,-1,1
1109,BRANCO,C,VESTUARIO,CP,CPM,CPMG,PACOTE CONTENDO APP   03 PARES DE MEIAS,8028050001,34-39,MEIA CASUAL/ESPORTIVA,10,0,left_only,-10,10
1110,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CRN MSA INK USED BIGODE BARR,9384570001,46,CALÇA JEANS,1,0,left_only,-1,1
1111,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA CS SLO INK RETA COM GANCHO MEDIO,9171540008,36,BERMUDA JEANS,2,0,left_only,-2,2
1112,PRETO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN NADADOR ESS C9 PRD LISO PTO ESPE,9316970002,46,SOUTIEN / TOP,4,2,both,-2,2
1113,DOURADO,C,VESTUARIO,C5,C5E,C5EA,CONJUNTO BIJU LTCJP 103 PRATA SEM TAMANH,9685350001,SEM TAMANHO,CONJUNTO,10,0,left_only,-10,10
1114,PRETO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA  INK PTO EMP SLIM 5 POCKETS,9440720002,38,CALÇA SARJA,2,0,left_only,-2,2
1115,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK BERMUDA CHINO,9637480008,38,BERMUDA SARJA,1,0,left_only,-1,1
1116,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK RECORTE FRONTAL L,9579560006,46,CALÇA JEANS,1,0,left_only,-1,1
1117,CHOCOLATE,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR SLO ELLA ESTAMPADO 999 CHOCO,9656840001,G,KIT CALCINHA,2,2,both,0,0
1118,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN MSA INK BARRA VIRADA LIS,9384410007,46,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1119,PRETO,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA JV SLO INK COM AMASSADINHO,9384360007,40,BOTTOM CURTO SARJA,3,1,both,-2,2
1120,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS CRN MSA INK USED BIGODE DE,9578640001,38,BERMUDA JEANS,1,0,left_only,-1,1
1121,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573010002,36,BOTTOM CURTO JEANS,1,1,both,0,0
1122,,W,BELEZA,WK,WKG,WKGA,ESTOJO COFFRET BLUE LIRIO,9308040000,,PRODUTOS PARA CORPO,0,0,left_only,0,0
1123,PRETO,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS TRS BASE C BOJO SEM ARO PTO,8831740002,44,SOUTIEN / TOP,3,2,both,-1,1
1124,JEANS,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 PRD JUVO INK STONE USED TANK E,9475040003,14,CALÇA,1,0,left_only,-1,1
1125,AMARELO,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 SLO INK SHORT INFO JUVA BARRA V,9633580003,14,SHORT/SAIA,2,1,both,-1,1
1126,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK BARRA,9479560005,44,CALÇA JEANS,1,0,left_only,-1,1
1127,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAM,RELOGIO MASC TUGUIR PRATA KIT PULSEIRA A,9728140000,,KIT MASCULINO PRATA,1,1,both,0,0
1128,CINZA,C,VESTUARIO,CR,CRA,CRAK,CALCINHA  PRD ELLA STAR ESTAMPADO CINZA,9388970001,M,KIT CALCINHA,2,2,both,0,0
1129,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT JEANS CRN MSA INK AMASSADINHO VERD,9630400006,44,BOTTOM CURTO SARJA,2,2,both,0,0
1130,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK ABERTUR,9384450002,38,CALÇA JEANS,1,0,left_only,-1,1
1131,CHOCOLATE,C,VESTUARIO,C6,C6B,C6BT,SOUTIEN APP SUS POWER MFB TRS CHOCOLATE,7813310001,44,SOUTIEN / TOP,1,1,both,0,0
1132,ROXO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS REF 51509 K264 POA R,8666700002,M,CALCINHA / BOTTOM,2,2,both,0,0
1133,PRETO,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL TG AMERICANO PTO OFF JIN C7 5,9590190007,50,BERMUDOL/SHORT DOLL,3,4,both,1,0
1134,CHOCOLATE,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN NADADOR ESS C9 PRD LISO CHOCOLAT,9316960003,44,SOUTIEN / TOP,3,1,both,-2,2
1135,,W,BELEZA,WL,WLH,WLHB,BATOM MATTE ROSA DELICADO,8687950000,,BATOM BASTÃO JEQUITI,1,1,both,0,0
1136,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD MARCA DE TERCEIROS C,9477620001,36,CALÇA JEANS,1,0,left_only,-1,1
1137,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK 12 COXA GM LIS,9622510001,36,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1138,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CRN MSA INK USED BIGODE BARR,9384570005,38,CALÇA JEANS,2,0,left_only,-2,2
1139,VERDE,C,VESTUARIO,CM,CMB,CMBA,CALCA JOGGER MSA INK VERDE LAVADO LISO 8,9596180005,44,CALÇA SARJA,2,0,left_only,-2,2
1140,PRETO,C,VESTUARIO,C7,C7A,C7AK,CALC TG BAS KIT 2X1 PTO ROXO LIV C7 P PR,8516990001,P,KIT CALCINHA,1,0,left_only,-1,1
1141,ROSA,C,VESTUARIO,CY,CYA,CYAH,BERMUDA SARJA CF MSA INK MEIA COXA VISTA,9593120001,36,SAIA,1,0,left_only,-1,1
1142,,W,BELEZA,WB,WBZ,WBZA,GEL HIGIENIZADOR GREEN TEA  VERBENA 90ML,9067350000,,PRODUTOS PARA CORPO ACQUA LOUNGE,2,2,both,0,0
1143,PRETO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK 5 POCKETS  LIS,9498160002,38,BERMUDA SARJA,1,0,left_only,-1,1
1144,VERMELHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN APP PUSH UP SLO RENDA VERAO  REP,7738120002,42,SOUTIEN / TOP,1,0,left_only,-1,1
1145,ROSA,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA INVISIVEL ACC SLO CEREJAPOA,9501820001,34/39,MEIA CASUAL/ESPORTIVA,2,1,both,-1,1
1146,BEGE,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS EVT PAIS CRN PRD INK CATIO,9578810007,38,BERMUDA SARJA,1,0,left_only,-1,1
1147,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ PRD ELLA STRING COM MEDALHA,9687100003,G,CALCINHA / BOTTOM,4,3,both,-1,1
1148,PRETO,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MAIS ACESSORIOS OCULOS MASC 0,9724560001,UNICO,ÓCULOS METAL,1,1,both,0,0
1149,ROSA,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR PRD ELLA POA ESTAMPADO ROSA,9388840003,G,KIT CALCINHA,5,5,both,0,0
1150,CHOCOLATE,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN APP PUSH UP ESSENCIAL RENDA CHOC,7944280003,44,SOUTIEN / TOP,1,0,left_only,-1,1
1151,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK ABERTUR,9384470001,36,CALÇA JEANS,2,0,left_only,-2,2
1152,CHUMBO,C,VESTUARIO,C5,C5A,C5AA,OCULOS UNI ACE CHUMBO REDONDO FUME KTA67,9573690001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
1153,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ PRD ELLA BASE ALONGADO LISO P,9687090004,P,SOUTIEN / TOP,2,2,both,0,0
1154,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM PRD INK LAVAGEM COM USED BIGODE,9440950003,42,CALÇA JEANS,3,3,both,0,0
1155,MARROM,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS UNI ACE N,9682860002,UNICO,ÓCULOS ACETATO,1,1,both,0,0
1156,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK COM PUNHO E AMARR,9481130001,46,CALÇA JEANS PLUS,1,0,left_only,-1,1
1157,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384110006,44,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1158,ROSA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA STAY,9470230002,GG,SHORT DOLL,1,1,both,0,0
1159,PRETO,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN PRD DISNEY V,9564080005,P,CAMISOLA / ROBE,4,4,both,0,0
1160,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK BARRA,9384210003,40,CALÇA JEANS,1,1,both,0,0
1161,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK RETA GANCHO LISO,9480010001,42,CALÇA JEANS,2,0,left_only,-2,2
1162,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS COTTON POA CHOCO BRA,7326160002,M,CALCINHA / BOTTOM,3,3,both,0,0
1163,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED E TANK FILIG,9479680006,46,CALÇA JEANS,1,1,both,0,0
1164,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK USED TANK RASGOS,9412350002,38,CALÇA JEANS,1,1,both,0,0
1165,MARROM,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MAIS ACESSORIOS QUADRADO MARR,9717230001,UNICO,ÓCULOS ACETATO,1,0,left_only,-1,1
1166,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS ACE FEM P,9683700001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
1167,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN MSA INK BARRA VIRADA LIS,9384410003,38,BOTTOM CURTO JEANS,3,0,left_only,-3,3
1168,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA INK JOGGER  CAMEL LISO MARR,9440540004,40,CALÇA SARJA,1,0,left_only,-1,1
1169,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS MSA INK USED BARRA VIRADA,9480960004,46,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
1170,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA CRN SLO INK AMASSADINHO VERD,9573170004,42,BOTTOM CURTO SARJA,1,0,left_only,-1,1
1171,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS MARCA DE TERCEIROS CIGARRETE,9564190004,38,CALÇA JEANS,2,0,left_only,-2,2
1172,BRANCO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN PRD INK LISO BRANCO 40,9676030002,40,BOTTOM CURTO SARJA,2,0,left_only,-2,2
1173,ROSA,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS COTTON ESTAMP LOVE R,8806210001,G,CALCINHA / BOTTOM,3,3,both,0,0
1174,PINK,C,VESTUARIO,C5,C5B,C5BA,OCULOS INFA FEM ACE PINK QUADRADO FUME K,9464310001,UNICO,ÓCULOS INF ACETATO,0,0,left_only,0,0
1175,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS CDD SLO INK BERMUDA COLOR,9556670005,46,BERMUDA SARJA,2,0,left_only,-2,2
1176,AZUL,C,VESTUARIO,C7,C7A,C7AC,CAMISOLA FRAUDADA HAPPY AZUL JIN C7 48 A,9623100003,48,CAMISOLA / ROBE,2,2,both,0,0
1177,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS PRD INK COM AMARRACAO LIS,9481200001,54,BOTTOM CURTO JEANS PLUS,4,1,both,-3,3
1178,CINZA,C,VESTUARIO,CR,CRA,CRAK,CALCINHA  PRD ELLA STAR ESTAMPADO CINZA,9388970003,G,KIT CALCINHA,2,2,both,0,0
1179,PRETO,C,VESTUARIO,CY,CYC,CYCC,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383790004,52,BOTTOM CURTO SARJA PLUS,2,2,both,0,0
1180,BEGE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS SECRET BEGE REF  061052,5896090004,50,SOUTIEN / TOP,9,3,both,-6,6
1181,CHUMBO,C,VESTUARIO,C5,C5A,C5AB,OCULOS FEM MET CHUMBO REDONDO FUME KTA60,9465820001,UNICO,ÓCULOS METAL,1,1,both,0,0
1182,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK  SUPER STONE   U,9486390005,44,CALÇA JEANS,2,0,left_only,-2,2
1183,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA JEANS PS SLO INK USED LISO JEANS,9383830005,50,BOTTOM CURTO JEANS PLUS,2,2,both,0,0
1184,BRANCO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS OLIMPO BOURBON BRANCO RE,8319830003,50,SOUTIEN / TOP,3,3,both,0,0
1185,VERDE,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 SLO INK SHORT INFO JUVA BARRA D,9633570002,12,SHORT/SAIA,2,0,left_only,-2,2
1186,CAQUI,C,VESTUARIO,CM,CMB,CMBA,CALCA APP CS SLO SARJA SKINNY 5 POCKETS,8117660001,36,CALÇA SARJA,1,0,left_only,-1,1
1187,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK RASGOS,9479580002,38,CALÇA JEANS,2,0,left_only,-2,2
1188,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  CRN PRD INK DETONADA  LISO C21457,9412580004,42,CALÇA JEANS,2,0,left_only,-2,2
1189,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573020003,44,BOTTOM CURTO JEANS,6,4,both,-2,2
1190,ROSA,C,VESTUARIO,CY,CYB,CYBA,CALCA SARJA EVT CRN MSA INK RASGOS BARRA,9412600002,38,CALÇA JEANS,2,0,left_only,-2,2
1191,ROSA,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR SLO ELLA BOBS 932244 ESTAMPA,9568820003,M,KIT CALCINHA,2,2,both,0,0
1192,VERMELHO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS BIQUINI REF 51509 K2,8878390001,M,CALCINHA / BOTTOM,0,0,left_only,0,0
1193,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9564100009,P,SHORT DOLL,4,0,left_only,-4,4
1194,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBO,RELOGIO CONDOR FEMININO PRATA KIT COLAR,9285120000,,KIT FEMININO PRATA,2,2,both,0,0
1195,CAQUI,C,VESTUARIO,CM,CMB,CMBA,CALCA APP CS SLO SARJA SKINNY 5 POCKETS,8117660002,38,CALÇA SARJA,3,0,left_only,-3,3
1196,JEANS,C,VESTUARIO,C8,C8B,C8BB,BERMUDA C8 PPO PRD INK STONE E USED COM,9483740003,3,BERMUDA,4,0,left_only,-4,4
1197,PRETO,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL TG AMERICANO PTO OFF JIN C7 4,9590190006,48,BERMUDOL/SHORT DOLL,2,2,both,0,0
1198,ROSA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA CA,9468400003,M,SHORT DOLL,6,6,both,0,0
1199,VERDE,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS EVT PAIS  CRN PRD INK CATI,9578890007,38,BERMUDA SARJA,1,0,left_only,-1,1
1200,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA BIQUINI CJ MSA ELLA BICOLOR LIS,9424760002,GG,CALCINHA / BOTTOM,1,1,both,0,0
1201,PRETO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK CHINO  LISO IN,9498300003,40,BERMUDA SARJA,1,0,left_only,-1,1
1202,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED E DIRT,9440760003,42,CALÇA JEANS,2,2,both,0,0
1203,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK USED BIGODE RASGO,9479730002,38,CALÇA JEANS,1,1,both,0,0
1204,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS WIDE LEG,9692390005,42,CALÇA JEANS,2,1,both,-1,1
1205,MARROM,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MSA MAIS ACESSORIOS MET MASC,9683850001,UNICO,ÓCULOS METAL,1,1,both,0,0
1206,AZUL,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB LISTRAS MARINHO,8297010002,M,CALCINHA / BOTTOM,5,0,left_only,-5,5
